text,label
['complete my order'],2
['Natural my order'],2
['Single want to buy some volaille'],0
['tot up cheese to my cart'],0
['tote up this to my cart'],0
['append'],0
['Ane want to bribe chocolate'],0
['I need to take out from my cart'],1
['remove from my cart'],1
['remove the terminal product from my go cart'],1
['remove the lily white cheese from my pushcart'],1
['remove this from my cart'],1
['get rid of'],1
['I require to end my order'],2
['Cancel my order'],2
['Ane follow done for now'],2
['I need to devote'],2
['finish my guild'],2
['Natural my order'],2
['I desire to buy some crybaby'],0
['bestow tall mallow to my cart'],0
['add this to my cart'],0
['bestow'],0
['I want to buy hot chocolate'],0
['Ane want to bump off from my cart'],1
['remove from my cart'],1
['remove the last intersection from my cart'],1
['remove the blanched tall mallow from my go cart'],1
['remove this from my pushcart'],1
['off'],1
['One want to finish my rules of order'],2
['Cancel my order'],2
['I am done for at once'],2
['I need to devote'],2
['finish my rules of order'],2
['Natural my order'],2
['I want to buy some poulet'],0
['summate cheese to my cart'],0
['add this to my cart'],0
['append'],0
['1 desire to buy chocolate'],0
['Single desire to remove from my go cart'],1
['remove from my cart'],1
['bump off the last merchandise from my cart'],1
['remove the lily white cheese from my pushcart'],1
['remove this from my cart'],1
['bump off'],1
['Ace desire to finish my order'],2
['Cancel my lodge'],2
['Iodine comprise done for now'],2
['I want to pay off'],2
['finish my edict'],2
['Natural my order'],2
['Ace need to buy some chicken'],0
['add tall mallow to my cart'],0
['impart this to my cart'],0
['append'],0
['Ane want to corrupt chocolate'],0
['I want to hit from my pushcart'],1
['remove from my cart'],1
['remove the last merchandise from my pushcart'],1
['murder the livid cheeseflower from my cart'],1
['remove this from my handcart'],1
['transfer'],1
['Unity want to finish my order'],2
['Cancel my order'],2
['I am do for instantly'],2
['1 want to bear'],2
['polish off my order'],2
['Cancel my decree'],2
['I want to bribe some chicken'],0
['tot high mallow to my cart'],0
['add this to my handcart'],0
['tote up'],0
['I need to buy chocolate'],0
['I require to remove from my cart'],1
['remove from my cart'],1
['take out the lowest production from my cart'],1
['take out the livid cheese from my cart'],1
['take away this from my cart'],1
['take out'],1
['I want to finish my social club'],2
['Natural my order'],2
['I live done for nowadays'],2
['I want to ante up'],2
['stop my order'],2
['Cancel my order'],2
['Ace want to buy some chicken'],0
['add tall mallow to my handcart'],0
['tally this to my cart'],0
['tote up'],0
['Ane want to buy chocolate'],0
['1 want to remove from my go cart'],1
['remove from my cart'],1
['hit the utmost product from my cart'],1
['remove the blanched cheese from my pushcart'],1
['remove this from my pushcart'],1
['take away'],1
['Ane require to finish my order'],2
['Natural my order'],2
['I am make for now'],2
['I want to compensate'],2
['finish my order'],2
['Cancel my club'],2
['I want to buy some wimp'],0
['summate cheese to my pushcart'],0
['add together this to my cart'],0
['impart'],0
['I desire to buy drinking chocolate'],0
['Atomic number 53 want to remove from my cart'],1
['remove from my pushcart'],1
['remove the last product from my go cart'],1
['remove the bloodless cheese from my handcart'],1
['bump off this from my cart'],1
['withdraw'],1
['1 want to finish my order'],2
['Cancel my order'],2
['I am do for at once'],2
['Iodin require to pay'],2
['wind up my order'],2
['Cancel my order'],2
['I need to buy some chicken'],0
['add cheese to my go cart'],0
['add this to my pushcart'],0
['bring'],0
['I desire to buy umber'],0
['1 desire to remove from my cart'],1
['remove from my cart'],1
['polish off the last mathematical product from my cart'],1
['get rid of the white cheese from my pushcart'],1
['get rid of this from my cart'],1
['off'],1
['I need to finish my order'],2
['Natural my order'],2
['I am coiffure for now'],2
['I need to ante up'],2
['stop my order'],2
['Natural my order'],2
['One want to buy some crybaby'],0
['tot cheese to my pushcart'],0
['bring this to my go cart'],0
['impart'],0
['Atomic number 53 want to buy chocolate'],0
['I want to slay from my go cart'],1
['remove from my cart'],1
['remove the last ware from my go cart'],1
['off the white cheese from my go cart'],1
['remove this from my pushcart'],1
['take away'],1
['I want to finish my order'],2
['Natural my order'],2
['Ane am done for now'],2
['1 need to pay'],2
['finish my order'],2
['Cancel my guild'],2
['I want to buy some volaille'],0
['add malva sylvestris to my cart'],0
['add this to my pushcart'],0
['lend'],0
['I want to corrupt drinking chocolate'],0
['Iodin want to remove from my cart'],1
['remove from my cart'],1
['get rid of the last product from my cart'],1
['slay the white tall mallow from my cart'],1
['withdraw this from my handcart'],1
['dispatch'],1
['I want to cease my order'],2
['Cancel my order'],2
['I am execute for now'],2
['I require to pay'],2
['eat up my order'],2
['Cancel my order'],2
['I want to bribe some crybaby'],0
['add cheeseflower to my cart'],0
['tote up this to my cart'],0
['bring'],0
"[""I desire to grease one's palms chocolate""]",0
['Iodine want to murder from my cart'],1
['remove from my handcart'],1
['remove the utmost product from my go cart'],1
['polish off the white cheese from my go cart'],1
['slay this from my cart'],1
['hit'],1
['Iodine want to finish my order'],2
['Natural my order'],2
['One am done for straight off'],2
['I desire to ante up'],2
['finish my order'],2
['Cancel my order'],2
['Unity want to buy some volaille'],0
['add cheeseflower to my go cart'],0
['contribute this to my cart'],0
['bestow'],0
['I need to buy chocolate'],0
['I need to polish off from my cart'],1
['remove from my cart'],1
['remove the final product from my handcart'],1
['take away the white malva sylvestris from my cart'],1
['remove this from my cart'],1
['move out'],1
['I want to polish off my order'],2
['Cancel my order'],2
['I be done for now'],2
['Unity want to pay'],2
['finish my order'],2
['Cancel my edict'],2
['I want to purchase some gallus gallus'],0
['add cheese to my go cart'],0
['add this to my handcart'],0
['tote up'],0
['I desire to buy chocolate'],0
['I want to polish off from my cart'],1
['remove from my pushcart'],1
['remove the last cartesian product from my pushcart'],1
['take away the white malva sylvestris from my pushcart'],1
['polish off this from my cart'],1
['dispatch'],1
['Iodine require to finish my order'],2
['Cancel my decree'],2
['1 am do for now'],2
['I require to pay'],2
['finish my order'],2
['Cancel my ordering'],2
['I need to buy some chicken'],0
['add tall mallow to my cart'],0
['add this to my cart'],0
['add up'],0
['I desire to purchase chocolate'],0
['I want to remove from my go cart'],1
['remove from my pushcart'],1
['remove the concluding product from my go cart'],1
['murder the white cheese from my go cart'],1
['take this from my cart'],1
['polish off'],1
['I want to finish my order'],2
['Cancel my order'],2
['Unity comprise done for now'],2
['I need to ante up'],2
['cease my order'],2
['Cancel my monastic order'],2
['Ane need to buy some chicken'],0
['add cheese to my handcart'],0
['tot this to my cart'],0
['total'],0
['I want to corrupt chocolate'],0
['I want to hit from my pushcart'],1
['remove from my go cart'],1
['remove the last merchandise from my go cart'],1
['remove the white tall mallow from my cart'],1
['dispatch this from my go cart'],1
['transfer'],1
['I want to stop my gild'],2
['Natural my order'],2
['I am done for immediately'],2
['One require to pay'],2
['finish my order'],2
['Cancel my order'],2
['I want to purchase some gallus gallus'],0
['total cheese to my handcart'],0
['add this to my cart'],0
['impart'],0
['Ace want to buy chocolate'],0
['Unity need to remove from my pushcart'],1
['remove from my cart'],1
['take away the final mathematical product from my cart'],1
['off the blanched cheese from my handcart'],1
['remove this from my cart'],1
['take away'],1
['I need to end my order'],2
['Cancel my guild'],2
['I be make out for now'],2
['I want to ante up'],2
['finish my order'],2
['Cancel my parliamentary procedure'],2
['I want to bribe some chicken'],0
['add cheese to my pushcart'],0
['add this to my go cart'],0
['add up'],0
['Unity require to buy chocolate'],0
['I desire to remove from my handcart'],1
['remove from my cart'],1
['remove the last mathematical product from my pushcart'],1
['remove the white malva sylvestris from my handcart'],1
['remove this from my go cart'],1
['bump off'],1
['I want to polish off my order'],2
['Cancel my lodge'],2
['I be done for now'],2
['I desire to bear'],2
['stop my order'],2
['Cancel my order'],2
['I need to buy some gallus gallus'],0
['add cheese to my pushcart'],0
['add this to my cart'],0
['add together'],0
['I require to bribe chocolate'],0
['Iodine desire to remove from my go cart'],1
['remove from my cart'],1
['slay the last product from my cart'],1
['take out the white cheese from my handcart'],1
['bump off this from my cart'],1
['transfer'],1
['Ane want to finish my fiat'],2
['Cancel my order'],2
['Iodin am done for instantly'],2
['Ane need to pay'],2
['finish my order of magnitude'],2
['Cancel my order'],2
['I want to buy some wimp'],0
['add cheese to my cart'],0
['add this to my pushcart'],0
['bestow'],0
['Single want to buy hot chocolate'],0
['1 want to murder from my cart'],1
['remove from my cart'],1
['bump off the last product from my pushcart'],1
['remove the white cheese from my handcart'],1
['off this from my cart'],1
['slay'],1
['I need to finish my order of magnitude'],2
['Cancel my gild'],2
['Single am done for straightaway'],2
['Iodin require to pay'],2
['finish my purchase order'],2
['Natural my order'],2
['Single want to buy some crybaby'],0
['tally cheeseflower to my cart'],0
['bring this to my cart'],0
['add together'],0
['I require to purchase chocolate'],0
['I want to slay from my cart'],1
['remove from my go cart'],1
['bump off the last production from my cart'],1
['bump off the ashen cheese from my cart'],1
['remove this from my handcart'],1
['slay'],1
['I want to finish my holy order'],2
['Cancel my order of magnitude'],2
['I am act for now'],2
['I want to pay off'],2
['finish my order'],2
['Natural my order'],2
['I need to buy some chicken'],0
['add high mallow to my cart'],0
['total this to my go cart'],0
['sum'],0
['I require to buy chocolate'],0
['I desire to remove from my handcart'],1
['remove from my cart'],1
['remove the final ware from my handcart'],1
['off the blank cheese from my cart'],1
['remove this from my cart'],1
['move out'],1
['I require to finish my order of magnitude'],2
['Natural my order'],2
['I be make for now'],2
['I want to give'],2
['finish my society'],2
['Cancel my order of magnitude'],2
['I want to buy some crybaby'],0
['add cheese to my cart'],0
['add together this to my cart'],0
['lend'],0
['I want to corrupt chocolate'],0
['I want to murder from my go cart'],1
['remove from my cart'],1
['off the last place product from my cart'],1
['absent the white high mallow from my cart'],1
['move out this from my cart'],1
['move out'],1
['I want to polish off my order'],2
['Cancel my social club'],2
['Iodin be done for now'],2
['I want to devote'],2
['finish my order'],2
['Cancel my order'],2
['I want to buy some volaille'],0
['add tall mallow to my cart'],0
['add this to my cart'],0
['bestow'],0
['I desire to buy chocolate'],0
